Analysis id 1020	Stable id 1023	Band 1027
2	OTTHUMG00000138984	q24.3
2	OTTHUMG00000138988	q24.3
2	OTTHUMG00000154575	q24.3
2	OTTHUMG00000138990	q24.3
2	OTTHUMG00000154415	p13.3
2	OTTHUMG00000132133	p13.3
2	OTTHUMG00000090273	p13.3
2	OTTHUMG00000132132	p13.3
2	OTTHUMG00000132479	p13.3
2	OTTHUMG00000132483	p13.3
2	OTTHUMG00000157647	p13.3
2	OTTHUMG00000132155	p13.3
2	OTTHUMG00000132485	p13.3
2	OTTHUMG00000090285	p13.3
2	OTTHUMG00000090307	p13.3
2	OTTHUMG00000090313	p13.3
2	OTTHUMG00000132154	p13.3
2	OTTHUMG00000132192	p13.3
2	OTTHUMG00000132196	p13.3
2	OTTHUMG00000134316	p13.3
2	OTTHUMG00000090317	p13.3
2	OTTHUMG00000090323	p13.3
2	OTTHUMG00000150648	p13.3
2	OTTHUMG00000132194	p13.3
2	OTTHUMG00000090345	p13.3
2	OTTHUMG00000090555	p13.3
2	OTTHUMG00000090554	p13.3
2	OTTHUMG00000090553	p13.3
2	OTTHUMG00000132477	p13.3
2	OTTHUMG00000132197	p13.3
2	OTTHUMG00000153941	p13.3
2	OTTHUMG00000090552	p13.3
2	OTTHUMG00000090571	p13.3
2	OTTHUMG00000090570	p13.3
2	OTTHUMG00000090579	p13.3
2	OTTHUMG00000132195	p13.3
2	OTTHUMG00000132193	p13.3
2	OTTHUMG00000132471	p13.3
2	OTTHUMG00000132219	p13.3
2	OTTHUMG00000132217	p13.3
2	OTTHUMG00000132218	p13.3
2	OTTHUMG00000090583	p13.3
2	OTTHUMG00000090603	p13.3
2	OTTHUMG00000090619	p13.3
2	OTTHUMG00000090618	p13.3
2	OTTHUMG00000090638	p13.3
2	OTTHUMG00000090637	p13.3
2	OTTHUMG00000090642	p13.3
2	OTTHUMG00000132940	p13.3
2	OTTHUMG00000090643	p13.2
2	OTTHUMG00000090649	p13.2
2	OTTHUMG00000090651	p13.2
2	OTTHUMG00000090655	p13.2
2	OTTHUMG00000090695	p13.2
2	OTTHUMG00000090694	p13.2
2	OTTHUMG00000090693	p13.2
2	OTTHUMG00000090701	p13.2
2	OTTHUMG00000157655	p13.2
2	OTTHUMG00000090700	p13.2
2	OTTHUMG00000090703	p13.2
2	OTTHUMG00000090725	p13.2
2	OTTHUMG00000090741	p13.2
2	OTTHUMG00000132937	p13.2
2	OTTHUMG00000090747	p13.2
2	OTTHUMG00000132938	p13.2
2	OTTHUMG00000090746	p13.2
2	OTTHUMG00000132939	p13.2
2	OTTHUMG00000157665	p13.2
2	OTTHUMG00000157657	p13.2
2	OTTHUMG00000090759	p13.2
2	OTTHUMG00000090761	p13.2
2	OTTHUMG00000090760	p13.2
2	OTTHUMG00000090776	p13.2
2	OTTHUMG00000090777	p13.2
2	OTTHUMG00000090779	p13.2
2	OTTHUMG00000132925	p13.2
2	OTTHUMG00000090778	p13.2
2	OTTHUMG00000164838	p13.2
2	OTTHUMG00000099395	p13.2
2	OTTHUMG00000099397	p13.2
2	OTTHUMG00000099396	p13.2
2	OTTHUMG00000099394	p13.2
2	OTTHUMG00000099417	p13.2
2	OTTHUMG00000132926	p13.2
2	OTTHUMG00000099451	p13.2
2	OTTHUMG00000132924	p13.2
2	OTTHUMG00000099448	p13.2
2	OTTHUMG00000099450	p13.2
2	OTTHUMG00000132913	p13.2
2	OTTHUMG00000099449	p13.2
2	OTTHUMG00000132059	p13.2
2	OTTHUMG00000132914	p13.2
2	OTTHUMG00000099453	p13.2
2	OTTHUMG00000102041	p13.2
2	OTTHUMG00000102040	p13.2
2	OTTHUMG00000102042	p13.2
2	OTTHUMG00000132419	p13.2
2	OTTHUMG00000102043	p13.2
2	OTTHUMG00000102039	p13.2
2	OTTHUMG00000102053	p13.1
2	OTTHUMG00000102051	p13.1
2	OTTHUMG00000132435	p13.1
2	OTTHUMG00000102052	p13.1
2	OTTHUMG00000157675	p13.1
2	OTTHUMG00000102062	p13.1
2	OTTHUMG00000102063	p13.1
2	OTTHUMG00000132903	p13.1
2	OTTHUMG00000102088	p13.1
2	OTTHUMG00000132904	p13.1
2	OTTHUMG00000102089	p13.1
2	OTTHUMG00000102087	p13.1
2	OTTHUMG00000102158	p13.1
2	OTTHUMG00000157687	p13.1
2	OTTHUMG00000102159	p13.1
2	OTTHUMG00000134327	p13.1
2	OTTHUMG00000102157	p13.1
2	OTTHUMG00000102155	p13.1
2	OTTHUMG00000102156	p13.1
2	OTTHUMG00000102180	p13.1
2	OTTHUMG00000102179	p13.1
2	OTTHUMG00000102181	p13.1
2	OTTHUMG00000102197	p13.1
2	OTTHUMG00000102198	p13.1
2	OTTHUMG00000132319	p13.1
2	OTTHUMG00000132361	p13.1
2	OTTHUMG00000102199	p13.1
2	OTTHUMG00000132061	p13.1
2	OTTHUMG00000132899	p13.1
2	OTTHUMG00000132900	p13.1
2	OTTHUMG00000108138	p13.1
2	OTTHUMG00000132901	p13.1
2	OTTHUMG00000108136	p13.1
2	OTTHUMG00000108139	p13.1
2	OTTHUMG00000108137	p13.1
2	OTTHUMG00000108148	p13.1
2	OTTHUMG00000161573	p13.1
2	OTTHUMG00000108145	p13.1
2	OTTHUMG00000108149	p13.1
2	OTTHUMG00000108146	p13.1
2	OTTHUMG00000132895	p13.1
2	OTTHUMG00000108147	p13.1
2	OTTHUMG00000108152	p13.1
2	OTTHUMG00000108153	p13.1
2	OTTHUMG00000162125	p13.1
2	OTTHUMG00000134323	p13.1
2	OTTHUMG00000108161	p13.1
2	OTTHUMG00000157692	p13.1
2	OTTHUMG00000150427	p13.1
2	OTTHUMG00000132873	p13.1
2	OTTHUMG00000108170	p13.1
2	OTTHUMG00000108171	p13.1
2	OTTHUMG00000108169	p13.1
2	OTTHUMG00000108181	p13.1
2	OTTHUMG00000108180	p13.1
2	OTTHUMG00000132872	p13.1
2	OTTHUMG00000108179	p13.1
2	OTTHUMG00000150254	p13.1
2	OTTHUMG00000153930	p13.1
2	OTTHUMG00000108189	p13.1
2	OTTHUMG00000132866	p13.1
2	OTTHUMG00000108188	p13.1
2	OTTHUMG00000108187	p13.1
2	OTTHUMG00000132865	p13.1
2	OTTHUMG00000108190	p13.1
2	OTTHUMG00000132864	p13.1
2	OTTHUMG00000108191	p13.1
2	OTTHUMG00000132049	p13.1
2	OTTHUMG00000108193	p13.1
2	OTTHUMG00000108195	p13.1
2	OTTHUMG00000157699	p13.1
2	OTTHUMG00000132861	p13.1
2	OTTHUMG00000108197	p13.1
2	OTTHUMG00000130257	p13.1
2	OTTHUMG00000132850	p13.1
2	OTTHUMG00000150149	p13.1
2	OTTHUMG00000157702	p13.1
2	OTTHUMG00000130269	p13.1
2	OTTHUMG00000130268	p13.1
2	OTTHUMG00000157706	p13.1
2	OTTHUMG00000130361	p13.1
2	OTTHUMG00000130365	p13.1
2	OTTHUMG00000130362	p13.1
2	OTTHUMG00000130363	p13.1
2	OTTHUMG00000132848	p13.1
2	OTTHUMG00000130367	p13.1
2	OTTHUMG00000130364	p13.1
2	OTTHUMG00000130366	p13.1
2	OTTHUMG00000157741	p13.1
2	OTTHUMG00000132847	p12
2	OTTHUMG00000157731	p12
2	OTTHUMG00000154121	p12
2	OTTHUMG00000130383	p12
2	OTTHUMG00000157743	p12
2	OTTHUMG00000058766	p12
2	OTTHUMG00000058767	p12
2	OTTHUMG00000058769	p12
2	OTTHUMG00000058765	p12
2	OTTHUMG00000058764	p12
2	OTTHUMG00000058770	p12
2	OTTHUMG00000058768	p12
2	OTTHUMG00000058771	p12
2	OTTHUMG00000058802	p12
2	OTTHUMG00000058806	p12
2	OTTHUMG00000058808	p12
2	OTTHUMG00000058814	p12
2	OTTHUMG00000078793	p12
2	OTTHUMG00000058809	p12
2	OTTHUMG00000058803	p12
2	OTTHUMG00000058810	p12
2	OTTHUMG00000058811	p12
2	OTTHUMG00000058815	p12
2	OTTHUMG00000058813	p12
2	OTTHUMG00000058812	p12
2	OTTHUMG00000058804	p12
2	OTTHUMG00000058805	p12
2	OTTHUMG00000059072	p12
2	OTTHUMG00000058961	p12
2	OTTHUMG00000058960	p12
2	OTTHUMG00000058962	p12
2	OTTHUMG00000058964	p12
2	OTTHUMG00000058965	p12
2	OTTHUMG00000059070	p12
2	OTTHUMG00000165004	p12
2	OTTHUMG00000059068	p12
2	OTTHUMG00000059069	p12
2	OTTHUMG00000059074	p12
2	OTTHUMG00000160985	p12
2	OTTHUMG00000059075	p12
2	OTTHUMG00000059067	p12
2	OTTHUMG00000059142	p12
2	OTTHUMG00000059066	p12
2	OTTHUMG00000059073	p12
2	OTTHUMG00000059071	p12
2	OTTHUMG00000059148	p12
2	OTTHUMG00000059149	p12
2	OTTHUMG00000059141	p12
2	OTTHUMG00000059143	p12
2	OTTHUMG00000059144	p12
2	OTTHUMG00000059145	p12
2	OTTHUMG00000130863	p12
2	OTTHUMG00000059147	p12
2	OTTHUMG00000059146	p12
2	OTTHUMG00000059140	p12
2	OTTHUMG00000059308	p12
2	OTTHUMG00000059306	p12
2	OTTHUMG00000059309	p11.2
2	OTTHUMG00000059307	p12
2	OTTHUMG00000059344	p12
2	OTTHUMG00000059346	p11.2
2	OTTHUMG00000059347	p11.2
2	OTTHUMG00000059345	p11.2
2	OTTHUMG00000058987	p11.2
2	OTTHUMG00000058986	p11.2
2	OTTHUMG00000058989	p11.2
2	OTTHUMG00000058991	p11.2
2	OTTHUMG00000058990	p11.2
2	OTTHUMG00000058988	p11.2
2	OTTHUMG00000058993	p11.2
2	OTTHUMG00000058997	p11.2
2	OTTHUMG00000058996	p11.2
2	OTTHUMG00000059176	p11.2
2	OTTHUMG00000059178	p11.2
2	OTTHUMG00000059169	p11.2
2	OTTHUMG00000059173	p11.2
2	OTTHUMG00000059170	p11.2
2	OTTHUMG00000059171	p11.2
2	OTTHUMG00000059177	p11.2
2	OTTHUMG00000059175	p11.2
2	OTTHUMG00000059174	p11.2
2	OTTHUMG00000059172	p11.2
2	OTTHUMG00000059260	p11.2
2	OTTHUMG00000059262	p11.2
2	OTTHUMG00000059261	p11.2
2	OTTHUMG00000059263	p11.2
2	OTTHUMG00000059276	p11.2
2	OTTHUMG00000059279	p11.2
2	OTTHUMG00000059278	p11.2
2	OTTHUMG00000059275	p11.2
2	OTTHUMG00000059280	p11.2
2	OTTHUMG00000059281	p11.2
2	OTTHUMG00000059277	p11.2
2	OTTHUMG00000059294	p11.2
2	OTTHUMG00000059295	p11.2
2	OTTHUMG00000059289	p11.2
2	OTTHUMG00000059293	p11.2
2	OTTHUMG00000059292	p11.2
2	OTTHUMG00000059290	p11.2
2	OTTHUMG00000059291	p11.2
2	OTTHUMG00000059314	p11.2
2	OTTHUMG00000059315	p11.2
2	OTTHUMG00000059313	p11.2
2	OTTHUMG00000059353	p11.2
2	OTTHUMG00000059355	p11.2
2	OTTHUMG00000059357	p11.2
2	OTTHUMG00000059356	p11.2
2	OTTHUMG00000059354	p11.2
2	OTTHUMG00000059398	p11.2
2	OTTHUMG00000059399	p11.2
2	OTTHUMG00000059390	p11.2
2	OTTHUMG00000059397	p11.2
2	OTTHUMG00000059396	p11.2
2	OTTHUMG00000059389	p11.2
2	OTTHUMG00000059392	p11.2
2	OTTHUMG00000059391	p11.2
2	OTTHUMG00000059393	p11.2
2	OTTHUMG00000059395	p11.2
2	OTTHUMG00000059394	p11.2
2	OTTHUMG00000059094	p11.2
2	OTTHUMG00000059095	p11.2
2	OTTHUMG00000059093	p11.2
2	OTTHUMG00000059246	p11.2
2	OTTHUMG00000059247	p11.2
2	OTTHUMG00000059248	p11.2
2	OTTHUMG00000059249	p11.2
2	OTTHUMG00000130551	p11.2
2	OTTHUMG00000130869	p11.2
2	OTTHUMG00000059250	p11.2
2	OTTHUMG00000059251	p11.2
2	OTTHUMG00000059253	p11.2
2	OTTHUMG00000059366	p11.2
2	OTTHUMG00000059367	p11.2
2	OTTHUMG00000059407	p11.2
2	OTTHUMG00000059368	p11.2
2	OTTHUMG00000059531	p11.2
2	OTTHUMG00000059369	p11.2
2	OTTHUMG00000059054	p11.2
2	OTTHUMG00000059049	p11.2
2	OTTHUMG00000059051	p11.2
2	OTTHUMG00000059153	p11.2
2	OTTHUMG00000059047	p11.2
2	OTTHUMG00000059055	p11.2
2	OTTHUMG00000059053	p11.2
2	OTTHUMG00000059152	p11.2
2	OTTHUMG00000059050	p11.2
2	OTTHUMG00000059048	p11.2
2	OTTHUMG00000059052	p11.2
2	OTTHUMG00000059405	p11.2
2	OTTHUMG00000059406	p11.2
2	OTTHUMG00000059404	p11.2
2	OTTHUMG00000059410	p11.2
2	OTTHUMG00000059413	p11.2
2	OTTHUMG00000059411	p11.2
2	OTTHUMG00000059436	p11.2
2	OTTHUMG00000059423	p11.2
2	OTTHUMG00000059425	p11.2
2	OTTHUMG00000059428	p11.2
2	OTTHUMG00000059435	p11.2
2	OTTHUMG00000059429	p11.2
2	OTTHUMG00000059424	p11.2
2	OTTHUMG00000059426	p11.2
2	OTTHUMG00000059427	p11.2
2	OTTHUMG00000059430	p11.2
2	OTTHUMG00000059431	p11.2
2	OTTHUMG00000059475	p11.2
2	OTTHUMG00000059437	p11.2
2	OTTHUMG00000130623	p11.2
2	OTTHUMG00000059586	p11.2
2	OTTHUMG00000059587	p11.2
2	OTTHUMG00000059585	p11.2
2	OTTHUMG00000059601	p11.2
2	OTTHUMG00000059602	p11.2
2	OTTHUMG00000059605	p11.2
2	OTTHUMG00000059603	p11.2
2	OTTHUMG00000059607	p11.2
2	OTTHUMG00000059606	p11.2
2	OTTHUMG00000059604	p11.2
2	OTTHUMG00000059466	p11.2
2	OTTHUMG00000059473	p11.2
2	OTTHUMG00000130722	p11.2
2	OTTHUMG00000059472	p11.2
2	OTTHUMG00000059467	p11.2
2	OTTHUMG00000059468	p11.2
2	OTTHUMG00000059470	p11.2
2	OTTHUMG00000059465	p11.2
2	OTTHUMG00000059471	p11.2
2	OTTHUMG00000059464	p11.2
2	OTTHUMG00000059469	p11.2
2	OTTHUMG00000059510	p11.2
2	OTTHUMG00000059511	p11.2
2	OTTHUMG00000059509	p11.2
2	OTTHUMG00000059515	p11.2
2	OTTHUMG00000059508	p11.2
2	OTTHUMG00000059507	p11.2
2	OTTHUMG00000059512	p11.2
2	OTTHUMG00000059513	p11.2
2	OTTHUMG00000059535	p11.2
2	OTTHUMG00000059514	p11.2
2	OTTHUMG00000130729	p11.2
2	OTTHUMG00000132846	p11.2
2	OTTHUMG00000130725	p11.2
2	OTTHUMG00000130734	p11.2
2	OTTHUMG00000130731	p11.2
2	OTTHUMG00000130730	p11.2
2	OTTHUMG00000130735	p11.2
2	OTTHUMG00000130728	p11.2
2	OTTHUMG00000130721	p11.2
2	OTTHUMG00000130724	p11.2
2	OTTHUMG00000130723	p11.2
2	OTTHUMG00000130726	p11.2
2	OTTHUMG00000130732	p11.2
2	OTTHUMG00000130727	p11.2
2	OTTHUMG00000130733	p11.2
2	OTTHUMG00000059557	p11.2
2	OTTHUMG00000059558	p11.2
2	OTTHUMG00000059559	p11.2
2	OTTHUMG00000059560	p11.2
2	OTTHUMG00000059565	p11.2
2	OTTHUMG00000059561	p11.2
2	OTTHUMG00000059551	p11.2
2	OTTHUMG00000059562	p11.2
2	OTTHUMG00000059563	p11.2
2	OTTHUMG00000059564	p11.2
2	OTTHUMG00000059552	p11.2
2	OTTHUMG00000059553	p11.2
2	OTTHUMG00000059554	p11.2
2	OTTHUMG00000059555	p11.2
2	OTTHUMG00000059556	p11.2
2	OTTHUMG00000132836	p11.2
2	OTTHUMG00000132835	p11.2
2	OTTHUMG00000132271	p11.2
2	OTTHUMG00000130763	p11.2
2	OTTHUMG00000130761	p11.2
2	OTTHUMG00000133621	p11.2
2	OTTHUMG00000130762	p11.2
2	OTTHUMG00000130765	p11.2
2	OTTHUMG00000130764	p11.2
2	OTTHUMG00000134322	p11.2
2	OTTHUMG00000132039	p11.2
2	OTTHUMG00000157750	p11.2
2	OTTHUMG00000132832	p11.2
2	OTTHUMG00000157754	q11.1
2	OTTHUMG00000157757	q11.1
2	OTTHUMG00000132293	q11.1
2	OTTHUMG00000132051	q11.2
2	OTTHUMG00000132437	q11.2
2	OTTHUMG00000132445	q11.2
2	OTTHUMG00000132829	q11.2
2	OTTHUMG00000132451	q11.2
2	OTTHUMG00000157761	q11.2
2	OTTHUMG00000132450	q11.2
2	OTTHUMG00000132449	q11.2
2	OTTHUMG00000132497	q11.2
2	OTTHUMG00000132501	q11.2
2	OTTHUMG00000132065	q11.2
2	OTTHUMG00000132498	q11.2
2	OTTHUMG00000132500	q11.2
2	OTTHUMG00000132499	q11.2
2	OTTHUMG00000132828	q11.2
2	OTTHUMG00000132523	q11.2
2	OTTHUMG00000132603	q11.2
2	OTTHUMG00000132606	q11.2
2	OTTHUMG00000132604	q11.2
2	OTTHUMG00000132605	q11.2
2	OTTHUMG00000132827	q11.2
2	OTTHUMG00000132607	q11.2
2	OTTHUMG00000132681	q11.2
2	OTTHUMG00000157763	q11.2
2	OTTHUMG00000132682	q11.2
2	OTTHUMG00000132680	q11.2
2	OTTHUMG00000132684	q11.2
2	OTTHUMG00000132683	q11.2
2	OTTHUMG00000132677	q11.2
2	OTTHUMG00000157764	q11.2
2	OTTHUMG00000132675	q11.2
2	OTTHUMG00000132674	q11.2
2	OTTHUMG00000132678	q11.2
2	OTTHUMG00000132676	q11.2
2	OTTHUMG00000132826	q11.2
2	OTTHUMG00000132679	q11.2
2	OTTHUMG00000163268	q11.2
2	OTTHUMG00000132729	q11.2
2	OTTHUMG00000157776	q11.2
2	OTTHUMG00000132730	q11.2
2	OTTHUMG00000132731	q11.2
2	OTTHUMG00000132732	q11.2
2	OTTHUMG00000132752	q11.2
2	OTTHUMG00000157780	q11.2
2	OTTHUMG00000157781	q11.2
2	OTTHUMG00000132753	q11.2
2	OTTHUMG00000132754	q11.2
2	OTTHUMG00000132751	q11.2
2	OTTHUMG00000132797	q11.2
2	OTTHUMG00000132796	q11.2
2	OTTHUMG00000132805	q11.2
2	OTTHUMG00000132806	q11.2
2	OTTHUMG00000132793	q11.2
2	OTTHUMG00000132798	q11.2
2	OTTHUMG00000132795	q11.2
2	OTTHUMG00000157806	q11.2
2	OTTHUMG00000132794	q11.2
2	OTTHUMG00000132868	q11.2
2	OTTHUMG00000132799	q11.2
2	OTTHUMG00000132867	q11.2
2	OTTHUMG00000132871	q11.2
2	OTTHUMG00000132870	q11.2
2	OTTHUMG00000132869	q11.2
2	OTTHUMG00000159306	q11.2
2	OTTHUMG00000132788	q11.2
2	OTTHUMG00000132787	q11.2
2	OTTHUMG00000132786	q11.2
2	OTTHUMG00000132812	q11.2
2	OTTHUMG00000132815	q11.2
2	OTTHUMG00000132813	q11.2
2	OTTHUMG00000132785	q11.2
2	OTTHUMG00000132778	q11.2
2	OTTHUMG00000132810	q11.2
2	OTTHUMG00000132811	q11.2
2	OTTHUMG00000132814	q11.2
2	OTTHUMG00000132777	q11.2
2	OTTHUMG00000132776	q11.2
2	OTTHUMG00000132882	q11.2
2	OTTHUMG00000132886	q11.2
2	OTTHUMG00000132885	q11.2
2	OTTHUMG00000132887	q12
2	OTTHUMG00000132889	q12
2	OTTHUMG00000132884	q12
2	OTTHUMG00000132883	q12
2	OTTHUMG00000132890	q12
2	OTTHUMG00000132888	q12
2	OTTHUMG00000132738	q12
2	OTTHUMG00000156883	q12
2	OTTHUMG00000132927	q12
2	OTTHUMG00000128519	q12
2	OTTHUMG00000132933	q12
2	OTTHUMG00000157809	q12
2	OTTHUMG00000132930	q12
2	OTTHUMG00000132932	q12
2	OTTHUMG00000132928	q12
2	OTTHUMG00000132931	q12
2	OTTHUMG00000132929	q12
2	OTTHUMG00000132948	q12
2	OTTHUMG00000132952	q12
2	OTTHUMG00000157810	q12
2	OTTHUMG00000132951	q12
2	OTTHUMG00000157812	q12
2	OTTHUMG00000132954	q12
2	OTTHUMG00000132953	q12
2	OTTHUMG00000132950	q12
2	OTTHUMG00000132737	q12
2	OTTHUMG00000132949	q12
2	OTTHUMG00000133003	q12
2	OTTHUMG00000132998	q12
2	OTTHUMG00000132999	q12
2	OTTHUMG00000138999	q12
2	OTTHUMG00000133002	q12
2	OTTHUMG00000132997	q12
2	OTTHUMG00000133001	q12
2	OTTHUMG00000132736	q12
2	OTTHUMG00000133000	q12
2	OTTHUMG00000133004	q12
2	OTTHUMG00000132733	q12
2	OTTHUMG00000132734	q12
2	OTTHUMG00000132996	q12
2	OTTHUMG00000133066	q12
2	OTTHUMG00000132712	q12
2	OTTHUMG00000132711	q12
2	OTTHUMG00000133065	q12
2	OTTHUMG00000133067	q12
2	OTTHUMG00000133063	q12
2	OTTHUMG00000157830	q12
2	OTTHUMG00000133062	q12
2	OTTHUMG00000133068	q12
2	OTTHUMG00000133064	q12
2	OTTHUMG00000157832	q12
2	OTTHUMG00000157835	q12
2	OTTHUMG00000133060	q12
2	OTTHUMG00000133061	q12
2	OTTHUMG00000133125	q12
2	OTTHUMG00000133121	q12
2	OTTHUMG00000133123	q12
2	OTTHUMG00000132706	q12
2	OTTHUMG00000132741	q12
2	OTTHUMG00000164417	q12
2	OTTHUMG00000164418	q12
2	OTTHUMG00000133120	q12
2	OTTHUMG00000132251	q12
2	OTTHUMG00000132691	q12
2	OTTHUMG00000132343	q12
2	OTTHUMG00000133122	q12
2	OTTHUMG00000133124	q12
2	OTTHUMG00000133119	q12
2	OTTHUMG00000132347	q12
2	OTTHUMG00000133118	q12
2	OTTHUMG00000157838	q12
2	OTTHUMG00000133182	q12
2	OTTHUMG00000133184	q12
2	OTTHUMG00000133183	q12
2	OTTHUMG00000133217	q12
2	OTTHUMG00000133212	q12
2	OTTHUMG00000133216	q12
2	OTTHUMG00000133214	q12
2	OTTHUMG00000133211	q12
2	OTTHUMG00000132690	q12
2	OTTHUMG00000133210	q12
2	OTTHUMG00000133213	q12
2	OTTHUMG00000133215	q12
2	OTTHUMG00000133209	q12
2	OTTHUMG00000133252	q12
2	OTTHUMG00000133253	q12
2	OTTHUMG00000133250	q12
2	OTTHUMG00000132688	q12
2	OTTHUMG00000133022	q12
2	OTTHUMG00000133248	q12
2	OTTHUMG00000133249	q12
2	OTTHUMG00000133251	q21.1
2	OTTHUMG00000133247	q21.1
2	OTTHUMG00000133329	q21.1
2	OTTHUMG00000133332	q21.1
2	OTTHUMG00000133327	q21.1
2	OTTHUMG00000133323	q21.1
2	OTTHUMG00000133325	q21.1
2	OTTHUMG00000133331	q21.1
2	OTTHUMG00000133324	q21.2
2	OTTHUMG00000133328	q21.2
2	OTTHUMG00000155008	q21.2
2	OTTHUMG00000157840	q21.2
2	OTTHUMG00000133326	q21.2
2	OTTHUMG00000133330	q21.2
2	OTTHUMG00000133375	q21.2
2	OTTHUMG00000133367	q21.2
2	OTTHUMG00000133374	q21.2
2	OTTHUMG00000137366	q21.2
2	OTTHUMG00000133372	q21.2
2	OTTHUMG00000133585	q21.2
2	OTTHUMG00000133373	q21.2
2	OTTHUMG00000133370	q21.2
2	OTTHUMG00000133371	q21.2
2	OTTHUMG00000133365	q21.2
2	OTTHUMG00000133368	q21.2
2	OTTHUMG00000133579	q21.2
2	OTTHUMG00000133369	q21.2
2	OTTHUMG00000133366	q21.2
2	OTTHUMG00000133678	q21.2
2	OTTHUMG00000133376	q21.2
2	OTTHUMG00000133424	q21.2
2	OTTHUMG00000133596	q21.2
2	OTTHUMG00000133591	q21.2
2	OTTHUMG00000133581	q21.2
2	OTTHUMG00000133637	q21.2
2	OTTHUMG00000133595	q21.2
2	OTTHUMG00000133587	q21.2
2	OTTHUMG00000133631	q21.2
2	OTTHUMG00000133583	q21.2
2	OTTHUMG00000133592	q21.2
2	OTTHUMG00000133589	q21.2
2	OTTHUMG00000133593	q21.2
2	OTTHUMG00000133655	q21.2
2	OTTHUMG00000133594	q21.2
2	OTTHUMG00000133635	q21.2
2	OTTHUMG00000133582	q21.2
2	OTTHUMG00000133580	q21.2
2	OTTHUMG00000133590	q21.2
2	OTTHUMG00000133584	q21.2
2	OTTHUMG00000133586	q21.2
2	OTTHUMG00000133632	q21.2
2	OTTHUMG00000133634	q21.2
2	OTTHUMG00000133638	q21.2
2	OTTHUMG00000133428	q21.2
2	OTTHUMG00000133639	q21.2
2	OTTHUMG00000133437	q21.2
2	OTTHUMG00000132081	q21.2
2	OTTHUMG00000133664	q21.2
2	OTTHUMG00000133636	q21.2
2	OTTHUMG00000133633	q21.2
2	OTTHUMG00000133609	q21.2
2	OTTHUMG00000133427	q21.2
2	OTTHUMG00000133604	q21.2
2	OTTHUMG00000133438	q21.2
2	OTTHUMG00000133602	q21.2
2	OTTHUMG00000133600	q21.2
2	OTTHUMG00000133608	q21.2
2	OTTHUMG00000133605	q21.2
2	OTTHUMG00000133663	q21.2
2	OTTHUMG00000133662	q21.2
2	OTTHUMG00000133640	q21.2
2	OTTHUMG00000133433	q21.2
2	OTTHUMG00000133669	q21.2
2	OTTHUMG00000133668	q21.2
2	OTTHUMG00000133432	q21.2
2	OTTHUMG00000133429	q21.2
2	OTTHUMG00000133436	q21.2
2	OTTHUMG00000133423	q21.2
2	OTTHUMG00000133598	q21.2
2	OTTHUMG00000133601	q21.2
2	OTTHUMG00000133606	q21.2
2	OTTHUMG00000133439	q21.2
2	OTTHUMG00000133683	q21.2
2	OTTHUMG00000133430	q21.2
2	OTTHUMG00000133425	q21.2
2	OTTHUMG00000133431	q21.2
2	OTTHUMG00000133434	q21.2
2	OTTHUMG00000133684	q21.2
2	OTTHUMG00000133435	q21.2
2	OTTHUMG00000133422	q21.2
2	OTTHUMG00000133607	q21.2
2	OTTHUMG00000133599	q21.2
2	OTTHUMG00000133426	q21.2
2	OTTHUMG00000133495	q21.2
2	OTTHUMG00000133505	q21.2
2	OTTHUMG00000152412	q21.2
2	OTTHUMG00000133492	q21.2
2	OTTHUMG00000133496	q21.2
2	OTTHUMG00000133498	q21.2
2	OTTHUMG00000133494	q21.2
2	OTTHUMG00000133501	q21.2
2	OTTHUMG00000133497	q21.2
2	OTTHUMG00000133499	q21.2
2	OTTHUMG00000152510	q21.2
2	OTTHUMG00000133506	q21.2
2	OTTHUMG00000133507	q21.2
2	OTTHUMG00000133502	q21.2
2	OTTHUMG00000133503	q21.2
2	OTTHUMG00000132073	q21.2
2	OTTHUMG00000133493	q21.2
2	OTTHUMG00000133504	q21.2
2	OTTHUMG00000133500	q21.2
2	OTTHUMG00000150724	q21.2
2	OTTHUMG00000132657	q21.2
2	OTTHUMG00000150725	q21.2
2	OTTHUMG00000150645	q21.2
2	OTTHUMG00000132301	q21.2
2	OTTHUMG00000157847	q21.2
2	OTTHUMG00000132654	q21.31
2	OTTHUMG00000153515	q21.31
2	OTTHUMG00000157426	q21.31
2	OTTHUMG00000157434	q21.31
2	OTTHUMG00000140395	q21.31
2	OTTHUMG00000132641	q21.31
2	OTTHUMG00000132639	q21.31
2	OTTHUMG00000133838	q21.31
2	OTTHUMG00000133840	q21.31
2	OTTHUMG00000156843	q21.31
2	OTTHUMG00000132629	q21.31
2	OTTHUMG00000132628	q21.31
2	OTTHUMG00000132630	q21.31
2	OTTHUMG00000132421	q21.31
2	OTTHUMG00000153039	q21.31
2	OTTHUMG00000157853	q21.31
2	OTTHUMG00000154264	q21.31
2	OTTHUMG00000154266	q21.31
2	OTTHUMG00000154265	q21.31
2	OTTHUMG00000162944	q21.31
2	OTTHUMG00000132571	q21.31
2	OTTHUMG00000132557	q21.31
2	OTTHUMG00000132441	q21.31
2	OTTHUMG00000132554	q21.31
2	OTTHUMG00000132555	q21.31
2	OTTHUMG00000132123	q21.31
2	OTTHUMG00000132521	q21.31
2	OTTHUMG00000149841	q21.31
2	OTTHUMG00000132817	q21.31
